% 1. Title: Open Loop Data
%
% 2. Comments:
%    - The first 3 attributes are:
%      - sid: subject id
%      - group: (exploration style) F = free exploration, S = strategic exploration
%      - cond: (informedness condition) i- = uninformed, i+ = informed
%    - After, there are 4 similar attribute groups (one group per task), each consisting of:
%      - Raw and ranked PC scores (#_pc15, #_pc10, #_pc5; #_rpc15, #_rpc10, #_rpc5)
%	     - 5, 10, and 15 are the numbers of trials over which PC was calculated 
%      - Two learning progress measures (#_lp1, #_lp2)
%	     - lp1 is the difference between PC over the last and the first 5 trials
%		 - lp2 is the 
%      - Raw and ranked learnability ratings (#_lrn, #_rlrn)
%      - '#' encodes task identity: 1 = 1D, 2 = I1D, 3 = 2D, 4 = R
%    - The last attribute contains the first free play choice that the subject made
%    - Thus for each subject, there are 3 + (4 * 10) + 1 = 44 attributes
%
%
@RELATION open_loop

@ATTRIBUTE sid          INTEGER
@ATTRIBUTE group        {F, S}
@ATTRIBUTE cond         {i-, i+}
@ATTRIBUTE 1_pc15       NUMERIC
@ATTRIBUTE 1_pc10       NUMERIC
@ATTRIBUTE 1_pc5        NUMERIC
@ATTRIBUTE 1_rpc15      INTEGER
@ATTRIBUTE 1_rpc10      INTEGER
@ATTRIBUTE 1_rpc5       INTEGER
@ATTRIBUTE 1_lp1        NUMERIC
@ATTRIBUTE 1_lp2        NUMERIC
@ATTRIBUTE 1_lrn        NUMERIC
@ATTRIBUTE 1_rlrn       INTEGER
@ATTRIBUTE 2_pc15       NUMERIC
@ATTRIBUTE 2_pc10       NUMERIC
@ATTRIBUTE 2_pc5        NUMERIC
@ATTRIBUTE 2_rpc15      INTEGER
@ATTRIBUTE 2_rpc10      INTEGER
@ATTRIBUTE 2_rpc5       INTEGER
@ATTRIBUTE 2_lp1        NUMERIC
@ATTRIBUTE 2_lp2        NUMERIC
@ATTRIBUTE 2_lrn        NUMERIC
@ATTRIBUTE 2_rlrn       INTEGER
@ATTRIBUTE 3_pc15       NUMERIC
@ATTRIBUTE 3_pc10       NUMERIC
@ATTRIBUTE 3_pc5        NUMERIC
@ATTRIBUTE 3_rpc15      INTEGER
@ATTRIBUTE 3_rpc10      INTEGER
@ATTRIBUTE 3_rpc5       INTEGER
@ATTRIBUTE 3_lp1        NUMERIC
@ATTRIBUTE 3_lp2        NUMERIC
@ATTRIBUTE 3_lrn        NUMERIC
@ATTRIBUTE 3_rlrn       INTEGER
@ATTRIBUTE 4_pc15       NUMERIC
@ATTRIBUTE 4_pc10       NUMERIC
@ATTRIBUTE 4_pc5        NUMERIC
@ATTRIBUTE 4_rpc15      INTEGER
@ATTRIBUTE 4_rpc10      INTEGER
@ATTRIBUTE 4_rpc5       INTEGER
@ATTRIBUTE 4_lp1        NUMERIC
@ATTRIBUTE 4_lp2        NUMERIC
@ATTRIBUTE 4_lrn        NUMERIC
@ATTRIBUTE 4_rlrn       INTEGER
@ATTRIBUTE choice       {1D, I1D, 2D, R}

@DATA
324, S, i+,0.26666666666666666,0.3,0.2,2,2,1,0.0,0.0035714285714285726,7.0,3,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.010714285714285704,10.0,4,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.021428571428571443,10.0,4,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.035714285714285726,10.0,4,1D
325, S, i+,0.8,0.8,0.8,4,4,4,0.0,0.014285714285714284,2.0,1,0.7333333333333333,0.7,1.0,3,3,4,0.19999999999999996,0.028571428571428574,9.0,4,0.6666666666666666,0.7,0.4,3,3,2,-0.19999999999999996,-0.024999999999999994,10.0,4,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.028571428571428595,10.0,4, R
326, S, i+,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.0642857142857143,5.0,3,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.028571428571428574,2.0,1,0.8,0.9,1.0,4,4,4,0.4,0.04642857142857143,1.0,1,0.2,0.2,0.2,1,1,1,0.0,-3.469446951953614e-18,10.0,4,1D
327, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,8.0,4,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.014285714285714277,7.0,3,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.028571428571428595,6.0,3,0.6,0.7,0.8,3,3,4,0.4,0.02142857142857143,10.0,4, 2D
328, S, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04642857142857143,6.0,3,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.021428571428571422,10.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.017857142857142853,10.0,4,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.04285714285714286,10.0,4, I1D
329, S,i-,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.003571428571428562,10.0,4,0.6666666666666666,0.5,0.6,3,3,3,-0.4,-0.04642857142857143,10.0,4,0.6,0.5,0.2,3,3,1,-0.6000000000000001,-0.05,10.0,4,0.4,0.4,0.4,2,2,2,0.0,-0.014285714285714277,10.0,4, I1D
330, S, i+,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.028571428571428567,3.0,2,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-6.938893903907228e-18,3.0,2,0.6,0.6,0.6,3,3,3,0.0,0.010714285714285706,9.0,4,0.3333333333333333,0.2,0.0,2,1,1,-0.6,-0.03928571428571429,9.0,4,1D
331, S,i-,0.8666666666666667,0.8,1.0,4,4,4,0.0,-0.010714285714285704,4.0,2,0.6,0.7,1.0,3,3,4,0.6,0.060714285714285735,6.0,3,0.6,0.7,0.8,3,3,4,0.4,0.017857142857142873,8.0,4,0.26666666666666666,0.3,0.4,2,2,2,0.2,0.003571428571428571,10.0,4,1D
332, S,i-,0.8,0.9,1.0,4,4,4,0.4,0.039285714285714285,10.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.0035714285714285657,10.0,4,0.6,0.7,0.8,3,3,4,0.4,0.06071428571428572,10.0,4,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.0642857142857143,10.0,4, R
333, S,i-,0.6,0.5,0.4,3,3,2,-0.4,-0.04642857142857144,3.0,2,0.3333333333333333,0.5,0.4,2,3,2,0.4,0.0392857142857143,5.0,2,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.04642857142857143,2.0,1,0.3333333333333333,0.4,0.6,2,2,3,0.39999999999999997,0.028571428571428574,9.0,4, 2D
334, S,i-,0.6666666666666666,0.9,1.0,3,4,4,0.8,0.07500000000000002,9.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.007142857142857138,6.0,3,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.025,7.0,3,0.26666666666666666,0.3,0.2,2,2,1,0.0,0.010714285714285718,3.0,2, R
335, S, i+,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.025000000000000005,4.0,2,0.4,0.4,0.2,2,2,1,-0.2,-0.010714285714285725,10.0,4,0.6,0.8,0.8,3,4,4,0.6000000000000001,0.057142857142857155,10.0,4,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.028571428571428574,10.0,4,1D
336, S, i+,0.9333333333333333,0.9,1.0,4,4,4,0.0,1.3877787807814457e-17,5.0,2,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03214285714285717,4.0,2,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.007142857142857156,4.0,2,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.053571428571428596,9.0,4,1D
337, S,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03571428571428574,1.0,1,0.8,0.8,0.8,4,4,4,0.0,0.007142857142857138,2.0,1,0.7333333333333333,0.8,0.6,3,4,3,0.0,0.01785714285714286,2.0,1,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.025000000000000015,10.0,4, I1D
338, S, i+,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.02142857142857143,9.0,4,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04642857142857143,9.0,4,0.6,0.7,0.4,3,3,2,0.0,0.007142857142857138,9.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.010714285714285727,9.0,4,1D
339, S,i-,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.032142857142857154,8.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.007142857142857138,8.0,4,0.6,0.5,0.4,3,3,2,-0.4,-0.024999999999999994,6.0,3,0.3333333333333333,0.3,0.2,2,2,1,-0.2,-0.021428571428571443,9.0,4, I1D
340, S,i-,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.021428571428571443,10.0,4,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.042857142857142864,10.0,4,0.4,0.4,0.4,2,2,2,0.0,-0.017857142857142856,10.0,4,0.4666666666666667,0.6,0.4,2,3,2,0.2,0.021428571428571432,10.0,4, I1D
341, S,i-,0.3333333333333333,0.1,0.2,2,1,1,-0.6000000000000001,-0.053571428571428596,10.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.03214285714285715,10.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.010714285714285721,10.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.025000000000000022,10.0,4,1D
342, S, i+,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.0535714285714286,9.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.010714285714285732,9.0,4,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.04285714285714287,9.0,4,0.6,0.5,0.8,3,3,4,0.0,0.010714285714285732,9.0,4,1D
343, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,1.0,1,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.06071428571428573,3.0,2,0.4666666666666667,0.6,0.4,2,3,2,0.2,0.014285714285714289,3.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,1.3877787807814457e-17,3.0,2, I1D
344, S,i-,0.7333333333333333,0.7,1.0,3,3,4,0.19999999999999996,0.014285714285714284,10.0,4,0.4666666666666667,0.7,0.6,2,3,3,0.6,0.046428571428571444,10.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.0035714285714285657,10.0,4,0.7333333333333333,0.7,1.0,3,3,4,0.19999999999999996,0.0142857142857143,10.0,4,1D
345, S,i-,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.0035714285714285865,2.0,1,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.017857142857142877,2.0,1,0.3333333333333333,0.3,0.6,2,2,3,0.19999999999999996,0.010714285714285713,10.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,-0.01428571428571428,10.0,4, I1D
