sid,grp,cnd,fam,tid,tord,pc_grand,pc_first,pc_last,dpc,alltime,freetime,nblocks,avstreak,lrn,int,comp,time,prog,rule,lrn2,nlrn,nint,ncomp,ntime,nprog,nrule,nlrn2
2,F,i-,Green,4_R,3,0.4956521739130435,0.5333333333333333,0.4666666666666667,0.0,0.36977491961414793,0.398406374501992,1,100.0,7,5,7,6,5,5,7,1.5357142857142856,-0.4642857142857144,1.5357142857142856,0.5357142857142856,-0.4642857142857144,-0.4642857142857144,1.5357142857142856
3,F,i+,Bunny,1_1D,3,0.9166666666666666,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.1791044776119403,0.16363636363636364,3,15.0,5,3,2,1,10,10,2,-1.1071428571428568,-3.1071428571428568,-4.107142857142857,-5.107142857142857,3.8928571428571432,3.8928571428571432,-4.107142857142857
3,F,i+,Squid,2_I1D,4,0.9411764705882353,0.8666666666666667,1.0,0.1333333333333333,0.10149253731343283,0.06909090909090909,2,9.5,4,3,1,1,10,10,2,-2.1071428571428568,-3.1071428571428568,-5.107142857142857,-5.107142857142857,3.8928571428571432,3.8928571428571432,-4.107142857142857
3,F,i+,Green,3_2D,1,0.7676767676767676,0.8,0.9333333333333333,0.1333333333333333,0.2955223880597015,0.3054545454545455,4,21.0,10,7,5,7,10,10,3,3.8928571428571432,0.8928571428571432,-1.1071428571428568,0.8928571428571432,3.8928571428571432,3.8928571428571432,-3.1071428571428568
3,F,i+,Bear,4_R,2,0.4647887323943662,0.4666666666666667,0.4666666666666667,0.0,0.42388059701492536,0.4618181818181818,5,25.4,9,10,10,10,1,5,10,2.8928571428571432,3.8928571428571432,3.8928571428571432,3.8928571428571432,-5.107142857142857,-1.1071428571428568,3.8928571428571432
4,F,i-,Squid,1_1D,1,0.9436619718309859,0.6666666666666666,1.0,0.33333333333333337,0.4565916398713826,0.5059760956175299,3,42.333333333333336,4,9,1,10,1,10,1,-1.6785714285714288,3.321428571428571,-4.678571428571429,4.321428571428571,-4.678571428571429,4.321428571428571,-4.678571428571429
4,F,i-,Bunny,2_I1D,4,0.5263157894736842,0.5333333333333333,0.6,0.06666666666666665,0.06109324758842444,0.01593625498007968,1,4.0,8,3,10,2,1,2,3,2.321428571428571,-2.678571428571429,4.321428571428571,-3.678571428571429,-4.678571428571429,-3.678571428571429,-2.678571428571429
4,F,i-,Green,3_2D,3,0.6421052631578947,0.6,0.7333333333333333,0.1333333333333333,0.3054662379421222,0.3187250996015936,2,40.0,8,7,6,7,7,6,6,2.321428571428571,1.3214285714285712,0.3214285714285712,1.3214285714285712,1.3214285714285712,0.3214285714285712,0.3214285714285712
4,F,i-,Bear,4_R,2,0.5454545454545454,0.5333333333333333,0.4666666666666667,0.0,0.17684887459807075,0.1593625498007968,2,20.0,8,7,8,6,7,5,6,2.321428571428571,1.3214285714285712,2.321428571428571,0.3214285714285712,1.3214285714285712,-0.6785714285714288,0.3214285714285712
5,F,i-,Bunny,1_1D,3,0.8897058823529411,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.43450479233226835,0.4782608695652174,2,60.5,9,6,1,10,10,10,8,2.7142857142857144,-0.2857142857142856,-5.285714285714286,3.7142857142857144,3.7142857142857144,3.7142857142857144,1.7142857142857144
5,F,i-,Bear,2_I1D,2,0.4838709677419355,0.5333333333333333,0.4666666666666667,0.0,0.09904153354632587,0.06324110671936758,1,16.0,2,10,9,4,1,2,3,-4.285714285714286,3.7142857142857144,2.7142857142857144,-2.2857142857142856,-5.285714285714286,-4.285714285714286,-3.2857142857142856
5,F,i-,Green,3_2D,1,0.6043956043956044,0.6666666666666666,0.8,0.13333333333333341,0.29073482428115016,0.30039525691699603,2,38.0,9,6,3,7,9,8,9,2.7142857142857144,-0.2857142857142856,-3.2857142857142856,0.7142857142857144,2.7142857142857144,1.7142857142857144,2.7142857142857144
5,F,i-,Squid,4_R,4,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.0,0.1757188498402556,0.15810276679841898,1,40.0,8,6,7,4,3,5,7,1.7142857142857144,-0.2857142857142856,0.7142857142857144,-2.2857142857142856,-3.2857142857142856,-1.2857142857142856,0.7142857142857144
6,F,i-,Bunny,1_1D,3,0.8055555555555556,0.6,1.0,0.4,0.11612903225806452,0.084,1,21.0,6,10,4,4,9,10,1,0.5714285714285712,4.571428571428571,-1.4285714285714288,-1.4285714285714288,3.571428571428571,4.571428571428571,-4.428571428571429
6,F,i-,Squid,2_I1D,2,0.96,1.0,1.0,0.0,0.16129032258064516,0.14,1,35.0,1,9,1,1,10,10,1,-4.428571428571429,3.571428571428571,-4.428571428571429,-4.428571428571429,4.571428571428571,4.571428571428571,-4.428571428571429
6,F,i-,Bear,3_2D,1,0.7557251908396947,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.42258064516129035,0.464,1,116.0,10,5,8,8,7,3,3,4.571428571428571,-0.4285714285714288,2.571428571428571,2.571428571428571,1.5714285714285712,-2.428571428571429,-2.428571428571429
6,F,i-,Green,4_R,4,0.5053763440860215,0.5333333333333333,0.3333333333333333,0.0,0.3,0.312,1,78.0,10,1,10,7,1,1,1,4.571428571428571,-4.428571428571429,4.571428571428571,1.5714285714285712,-4.428571428571429,-4.428571428571429,-4.428571428571429
7,F,i+,Squid,1_1D,2,0.9242424242424242,0.8666666666666667,1.0,0.1333333333333333,0.21221864951768488,0.20318725099601595,2,25.5,1,2,1,1,10,10,1,-4.321428571428571,-3.321428571428571,-4.321428571428571,-4.321428571428571,4.678571428571429,4.678571428571429,-4.321428571428571
7,F,i+,Bunny,2_I1D,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.04823151125401929,0.0,0,0.0,1,2,1,1,10,10,1,-4.321428571428571,-3.321428571428571,-4.321428571428571,-4.321428571428571,4.678571428571429,4.678571428571429,-4.321428571428571
7,F,i+,Bear,3_2D,3,0.6325301204819277,0.6666666666666666,0.7333333333333333,0.06666666666666665,0.5337620578778135,0.601593625498008,2,75.5,10,10,10,10,8,1,5,4.678571428571429,4.678571428571429,4.678571428571429,4.678571428571429,2.678571428571429,-4.321428571428571,-0.3214285714285712
7,F,i+,Green,4_R,1,0.4375,0.4666666666666667,0.3333333333333333,0.0,0.2057877813504823,0.1952191235059761,1,49.0,7,10,10,8,2,1,5,1.6785714285714288,4.678571428571429,4.678571428571429,2.678571428571429,-3.321428571428571,-4.321428571428571,-0.3214285714285712
8,F,i+,Bunny,1_1D,2,0.5217391304347826,0.6,0.4666666666666667,0.0,0.07395498392282958,0.03187250996015936,1,8.0,9,10,9,4,1,2,2,2.3928571428571432,3.3928571428571432,2.3928571428571432,-2.6071428571428568,-5.607142857142857,-4.607142857142857,-4.607142857142857
8,F,i+,Squid,2_I1D,4,0.8369565217391305,0.7333333333333333,0.7333333333333333,0.0,0.2958199356913183,0.30677290836653387,4,19.25,6,4,3,9,10,10,10,-0.6071428571428568,-2.6071428571428568,-3.6071428571428568,2.3928571428571432,3.3928571428571432,3.3928571428571432,3.3928571428571432
8,F,i+,Green,3_2D,3,0.7142857142857143,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.18006430868167203,0.16334661354581673,4,10.25,9,8,10,6,3,7,5,2.3928571428571432,1.3928571428571432,3.3928571428571432,-0.6071428571428568,-3.6071428571428568,0.39285714285714324,-1.6071428571428568
8,F,i+,Bear,4_R,1,0.5071428571428571,0.6,0.4,0.0,0.45016077170418006,0.49800796812749004,4,31.25,9,8,9,8,6,4,4,2.3928571428571432,1.3928571428571432,2.3928571428571432,1.3928571428571432,-0.6071428571428568,-2.6071428571428568,-2.6071428571428568
9,F,i+,Bear,1_1D,1,0.7551020408163265,0.7333333333333333,0.8,0.06666666666666676,0.15806451612903225,0.136,1,34.0,9,1,1,2,10,10,10,3.571428571428571,-4.428571428571429,-4.428571428571429,-3.428571428571429,4.571428571428571,4.571428571428571,4.571428571428571
9,F,i+,Squid,2_I1D,3,0.8311688311688312,0.6666666666666666,0.9333333333333333,0.2666666666666667,0.24838709677419354,0.248,2,31.0,3,1,1,2,10,10,10,-2.428571428571429,-4.428571428571429,-4.428571428571429,-3.428571428571429,4.571428571428571,4.571428571428571,4.571428571428571
9,F,i+,Green,3_2D,4,0.5,0.6,0.6666666666666666,0.06666666666666665,0.2967741935483871,0.308,2,38.5,1,10,10,10,1,1,3,-4.428571428571429,4.571428571428571,4.571428571428571,4.571428571428571,-4.428571428571429,-4.428571428571429,-2.428571428571429
9,F,i+,Bunny,4_R,2,0.4891304347826087,0.3333333333333333,0.5333333333333333,0.2,0.2967741935483871,0.308,3,25.666666666666668,1,10,10,10,1,1,3,-4.428571428571429,4.571428571428571,4.571428571428571,4.571428571428571,-4.428571428571429,-4.428571428571429,-2.428571428571429
10,F,i-,Bunny,1_1D,1,0.7166666666666667,0.7333333333333333,0.8666666666666667,0.13333333333333341,0.19292604501607716,0.17928286852589642,2,22.5,10,10,1,7,10,10,1,2.071428571428571,2.071428571428571,-6.928571428571429,-0.9285714285714288,2.071428571428571,2.071428571428571,-6.928571428571429
10,F,i-,Green,2_I1D,3,0.5189873417721519,0.6,0.5333333333333333,0.0,0.2540192926045016,0.2549800796812749,3,21.333333333333332,10,9,8,9,9,10,8,2.071428571428571,1.0714285714285712,0.07142857142857117,1.0714285714285712,1.0714285714285712,2.071428571428571,0.07142857142857117
10,F,i-,Squid,3_2D,4,0.5915492957746479,0.4,0.6666666666666666,0.2666666666666666,0.2282958199356913,0.22310756972111553,2,28.0,10,7,10,9,5,3,9,2.071428571428571,-0.9285714285714288,2.071428571428571,1.0714285714285712,-2.928571428571429,-4.928571428571429,1.0714285714285712
10,F,i-,Bear,4_R,2,0.5148514851485149,0.4666666666666667,0.6,0.1333333333333333,0.3247588424437299,0.3426294820717131,3,28.666666666666668,10,7,10,9,5,6,10,2.071428571428571,-0.9285714285714288,2.071428571428571,1.0714285714285712,-2.928571428571429,-1.9285714285714288,2.071428571428571
11,F,i-,Bear,1_1D,1,0.8055555555555556,0.7333333333333333,0.8666666666666667,0.13333333333333341,0.11356466876971609,0.08171206225680934,1,21.0,3,6,3,2,9,9,2,-2.928571428571429,0.07142857142857117,-2.928571428571429,-3.928571428571429,3.071428571428571,3.071428571428571,-3.928571428571429
11,F,i-,Squid,2_I1D,3,0.9333333333333333,0.8666666666666667,1.0,0.1333333333333333,0.0946372239747634,0.058365758754863814,1,15.0,2,8,2,2,10,10,1,-3.928571428571429,2.071428571428571,-3.928571428571429,-3.928571428571429,4.071428571428571,4.071428571428571,-4.928571428571429
11,F,i-,Bunny,3_2D,4,0.75,0.6,0.9333333333333333,0.33333333333333337,0.11356466876971609,0.08171206225680934,1,21.0,7,9,7,3,9,9,7,1.0714285714285712,3.071428571428571,1.0714285714285712,-2.928571428571429,3.071428571428571,3.071428571428571,1.0714285714285712
11,F,i-,Green,4_R,2,0.5209302325581395,0.5333333333333333,0.6666666666666666,0.1333333333333333,0.6782334384858044,0.7782101167315175,3,66.66666666666667,9,5,10,10,4,3,5,3.071428571428571,-0.9285714285714288,4.071428571428571,4.071428571428571,-1.9285714285714288,-2.928571428571429,-0.9285714285714288
12,F,i+,Bunny,1_1D,4,0.864406779661017,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.1798780487804878,0.16417910447761194,2,22.0,4,9,2,6,10,10,1,-2.6071428571428568,2.3928571428571432,-4.607142857142857,-0.6071428571428568,3.3928571428571432,3.3928571428571432,-5.607142857142857
12,F,i+,Green,2_I1D,1,0.42168674698795183,0.3333333333333333,0.5333333333333333,0.2,0.2530487804878049,0.2537313432835821,4,17.0,9,5,10,10,2,2,8,2.3928571428571432,-1.6071428571428568,3.3928571428571432,3.3928571428571432,-4.607142857142857,-4.607142857142857,1.3928571428571432
12,F,i+,Bear,3_2D,3,0.7070707070707071,0.7333333333333333,0.8666666666666667,0.13333333333333341,0.3018292682926829,0.31343283582089554,4,21.0,4,8,6,8,8,9,10,-2.6071428571428568,1.3928571428571432,-0.6071428571428568,1.3928571428571432,1.3928571428571432,2.3928571428571432,3.3928571428571432
12,F,i+,Squid,4_R,2,0.5747126436781609,0.5333333333333333,0.6,0.06666666666666665,0.2652439024390244,0.26865671641791045,3,24.0,9,5,8,9,7,3,3,2.3928571428571432,-1.6071428571428568,1.3928571428571432,2.3928571428571432,0.39285714285714324,-3.6071428571428568,-3.6071428571428568
13,F,i+,Bunny,1_1D,3,0.8730964467005076,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.635483870967742,0.728,4,45.5,10,1,1,10,10,10,4,3.7857142857142856,-5.214285714285714,-5.214285714285714,3.7857142857142856,3.7857142857142856,3.7857142857142856,-2.2142857142857144
13,F,i+,Bear,2_I1D,2,0.6166666666666667,0.8,0.4666666666666667,0.0,0.1935483870967742,0.18,3,15.0,7,4,5,6,6,5,7,0.7857142857142856,-2.2142857142857144,-1.2142857142857144,-0.2142857142857144,-0.2142857142857144,-1.2142857142857144,0.7857142857142856
13,F,i+,Green,3_2D,1,0.4,0.2,0.6,0.39999999999999997,0.11290322580645161,0.08,2,10.0,10,2,1,6,9,10,5,3.7857142857142856,-4.214285714285714,-5.214285714285714,-0.2142857142857144,2.7857142857142856,3.7857142857142856,-1.2142857142857144
13,F,i+,Squid,4_R,4,0.3888888888888889,0.4,0.3333333333333333,0.0,0.05806451612903226,0.012,1,3.0,9,10,8,4,2,5,7,2.7857142857142856,3.7857142857142856,1.7857142857142856,-2.2142857142857144,-4.214285714285714,-1.2142857142857144,0.7857142857142856
14,F,i-,Bunny,1_1D,4,0.8706467661691543,0.4,0.9333333333333333,0.5333333333333333,0.6483870967741936,0.744,3,62.0,9,7,2,10,10,10,1,3.5357142857142856,1.5357142857142856,-3.4642857142857144,4.535714285714286,4.535714285714286,4.535714285714286,-4.464285714285714
14,F,i-,Bear,2_I1D,3,0.4166666666666667,0.4666666666666667,0.4,0.0,0.07741935483870968,0.036,1,9.0,9,2,7,2,2,2,8,3.5357142857142856,-3.4642857142857144,1.5357142857142856,-3.4642857142857144,-3.4642857142857144,-3.4642857142857144,2.5357142857142856
14,F,i-,Squid,3_2D,1,0.3333333333333333,0.4,0.26666666666666666,0.0,0.08709677419354839,0.048,1,12.0,9,2,9,3,2,3,8,3.5357142857142856,-3.4642857142857144,3.5357142857142856,-2.4642857142857144,-3.4642857142857144,-2.4642857142857144,2.5357142857142856
14,F,i-,Green,4_R,2,0.5344827586206896,0.4666666666666667,0.6,0.1333333333333333,0.1870967741935484,0.172,2,21.5,9,2,9,3,2,3,8,3.5357142857142856,-3.4642857142857144,3.5357142857142856,-2.4642857142857144,-3.4642857142857144,-2.4642857142857144,2.5357142857142856
15,F,i+,Bunny,1_1D,3,0.6206896551724138,0.4,0.8666666666666667,0.4666666666666667,0.0932475884244373,0.055776892430278883,1,14.0,8,2,1,3,10,10,1,1.75,-4.25,-5.25,-3.25,3.75,3.75,-5.25
15,F,i+,Squid,2_I1D,4,0.6896551724137931,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.0932475884244373,0.055776892430278883,1,14.0,8,4,1,3,10,10,1,1.75,-2.25,-5.25,-3.25,3.75,3.75,-5.25
15,F,i+,Bear,3_2D,2,0.6111111111111112,0.4,0.5333333333333333,0.1333333333333333,0.40514469453376206,0.44223107569721115,2,55.5,8,10,8,9,7,7,10,1.75,3.75,1.75,2.75,0.75,0.75,3.75
15,F,i+,Green,4_R,1,0.49606299212598426,0.3333333333333333,0.4666666666666667,0.13333333333333336,0.40836012861736337,0.44621513944223107,3,37.333333333333336,8,10,10,8,1,1,6,1.75,3.75,3.75,1.75,-5.25,-5.25,-0.25
16,F,i+,Green,1_1D,1,0.9024390243902439,0.7333333333333333,1.0,0.2666666666666667,0.3967741935483871,0.432,3,36.0,10,10,4,9,10,10,1,3.321428571428571,3.321428571428571,-2.678571428571429,2.321428571428571,3.321428571428571,3.321428571428571,-5.678571428571429
16,F,i+,Bunny,2_I1D,3,0.9041095890410958,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.23548387096774193,0.232,2,29.0,6,10,1,7,10,10,1,-0.6785714285714288,3.321428571428571,-5.678571428571429,0.3214285714285712,3.321428571428571,3.321428571428571,-5.678571428571429
16,F,i+,Squid,3_2D,2,0.5909090909090909,0.6666666666666666,0.4,0.0,0.14193548387096774,0.116,2,14.5,10,3,10,4,3,2,6,3.321428571428571,-3.678571428571429,3.321428571428571,-2.678571428571429,-3.678571428571429,-4.678571428571429,-0.6785714285714288
16,F,i+,Bear,4_R,4,0.5571428571428572,0.6,0.6666666666666666,0.06666666666666665,0.22580645161290322,0.22,2,27.5,10,7,10,7,5,7,4,3.321428571428571,0.3214285714285712,3.321428571428571,0.3214285714285712,-1.6785714285714288,0.3214285714285712,-2.678571428571429
17,F,i+,Bunny,1_1D,3,0.7789473684210526,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.3064516129032258,0.32,2,40.0,8,9,4,8,9,9,5,0.8214285714285712,1.8214285714285712,-3.178571428571429,0.8214285714285712,1.8214285714285712,1.8214285714285712,-2.178571428571429
17,F,i+,Squid,2_I1D,4,0.8921568627450981,0.9333333333333333,0.9333333333333333,0.0,0.32903225806451614,0.348,3,29.0,6,7,2,7,10,10,2,-1.1785714285714288,-0.17857142857142883,-5.178571428571429,-0.17857142857142883,2.821428571428571,2.821428571428571,-5.178571428571429
17,F,i+,Green,3_2D,1,0.375,0.3333333333333333,0.4666666666666667,0.13333333333333336,0.07741935483870968,0.036,1,9.0,8,8,9,7,5,7,8,0.8214285714285712,0.8214285714285712,1.8214285714285712,-0.17857142857142883,-2.178571428571429,-0.17857142857142883,0.8214285714285712
17,F,i+,Bear,4_R,2,0.550561797752809,0.4666666666666667,0.5333333333333333,0.06666666666666665,0.2870967741935484,0.296,4,18.5,9,10,5,9,8,7,5,1.8214285714285712,2.821428571428571,-2.178571428571429,1.8214285714285712,0.8214285714285712,-0.17857142857142883,-2.178571428571429
18,F,i+,Green,1_1D,1,0.9136690647482014,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.4483870967741935,0.496,2,62.0,9,10,5,5,10,10,1,2.75,3.75,-1.25,-1.25,3.75,3.75,-5.25
18,F,i+,Squid,2_I1D,4,0.9708029197080292,0.8,1.0,0.19999999999999996,0.44193548387096776,0.488,3,40.666666666666664,10,10,4,10,10,10,1,3.75,3.75,-2.25,3.75,3.75,3.75,-5.25
18,F,i+,Bunny,3_2D,3,0.5882352941176471,0.6,0.6,0.0,0.054838709677419356,0.008,1,2.0,7,5,9,1,1,1,10,0.75,-1.25,2.75,-5.25,-5.25,-5.25,3.75
18,F,i+,Bear,4_R,2,0.29411764705882354,0.3333333333333333,0.3333333333333333,0.0,0.054838709677419356,0.008,1,2.0,8,4,10,1,2,1,10,1.75,-2.25,3.75,-5.25,-4.25,-5.25,3.75
19,F,i-,Green,1_1D,2,0.8478260869565217,0.8666666666666667,0.8,0.0,0.2967741935483871,0.308,2,38.5,2,7,4,7,10,10,2,-4.0,1.0,-2.0,1.0,4.0,4.0,-4.0
19,F,i-,Bunny,2_I1D,4,0.9113924050632911,0.7333333333333333,1.0,0.2666666666666667,0.5096774193548387,0.572,2,71.5,6,7,4,7,10,10,2,0.0,1.0,-2.0,1.0,4.0,4.0,-4.0
19,F,i-,Bear,3_2D,3,0.7428571428571429,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.11290322580645161,0.08,1,20.0,8,8,7,5,8,8,8,2.0,2.0,1.0,-1.0,2.0,2.0,2.0
19,F,i-,Squid,4_R,1,0.4,0.4,0.4666666666666667,0.06666666666666665,0.08064516129032258,0.04,2,5.0,8,3,9,4,1,1,2,2.0,-3.0,3.0,-2.0,-5.0,-5.0,-4.0
20,F,i-,Bear,1_1D,2,0.9222222222222223,0.7333333333333333,1.0,0.2666666666666667,0.28938906752411575,0.29880478087649404,4,18.75,8,9,2,9,10,10,2,1.5357142857142856,2.5357142857142856,-4.464285714285714,2.5357142857142856,3.5357142857142856,3.5357142857142856,-4.464285714285714
20,F,i-,Squid,2_I1D,1,0.9310344827586207,0.8,0.9333333333333333,0.1333333333333333,0.1864951768488746,0.17131474103585656,3,14.333333333333334,6,9,5,7,9,10,2,-0.4642857142857144,2.5357142857142856,-1.4642857142857144,0.5357142857142856,2.5357142857142856,3.5357142857142856,-4.464285714285714
20,F,i-,Bunny,3_2D,4,0.5964912280701754,0.5333333333333333,0.8,0.2666666666666667,0.1832797427652733,0.16733067729083664,2,21.0,10,3,9,3,5,3,7,3.5357142857142856,-3.4642857142857144,2.5357142857142856,-3.4642857142857144,-1.4642857142857144,-3.4642857142857144,0.5357142857142856
20,F,i-,Green,4_R,3,0.5471698113207547,0.8,0.4,0.0,0.3408360128617363,0.36254980079681276,3,30.333333333333332,8,4,9,5,6,4,7,1.5357142857142856,-2.4642857142857144,2.5357142857142856,-1.4642857142857144,-0.4642857142857144,-2.4642857142857144,0.5357142857142856
21,F,i+,Green,1_1D,3,0.4883720930232558,0.7333333333333333,0.06666666666666667,0.0,0.27741935483870966,0.284,2,35.5,4,10,1,10,10,10,2,-1.3928571428571432,4.607142857142857,-4.392857142857143,4.607142857142857,4.607142857142857,4.607142857142857,-3.3928571428571432
21,F,i+,Squid,2_I1D,2,0.5222222222222223,0.8,0.6,0.0,0.2903225806451613,0.3,2,37.5,5,6,8,6,6,1,8,-0.39285714285714324,0.6071428571428568,2.6071428571428568,0.6071428571428568,0.6071428571428568,-4.392857142857143,2.6071428571428568
21,F,i+,Bunny,3_2D,4,0.375,0.3333333333333333,0.4,0.06666666666666671,0.1032258064516129,0.068,2,8.5,8,1,10,1,1,1,8,2.6071428571428568,-4.392857142857143,4.607142857142857,-4.392857142857143,-4.392857142857143,-4.392857142857143,2.6071428571428568
21,F,i+,Bear,4_R,1,0.5294117647058824,0.6,0.4666666666666667,0.0,0.32903225806451614,0.348,1,87.0,5,4,6,6,4,1,8,-0.39285714285714324,-1.3928571428571432,0.6071428571428568,0.6071428571428568,-1.3928571428571432,-4.392857142857143,2.6071428571428568
22,F,i-,Green,1_1D,4,0.547945205479452,1.0,0.3333333333333333,0.0,0.23548387096774193,0.232,3,19.333333333333332,5,9,6,5,4,7,6,-0.9642857142857144,3.0357142857142856,0.03571428571428559,-0.9642857142857144,-1.9642857142857144,1.0357142857142856,0.03571428571428559
22,F,i-,Bunny,2_I1D,1,0.5384615384615384,0.6,0.5333333333333333,0.0,0.16774193548387098,0.148,3,12.333333333333334,7,8,2,8,8,6,5,1.0357142857142856,2.0357142857142856,-3.9642857142857144,2.0357142857142856,2.0357142857142856,0.03571428571428559,-0.9642857142857144
22,F,i-,Bear,3_2D,3,0.3875,0.3333333333333333,0.3333333333333333,0.0,0.25806451612903225,0.26,3,21.666666666666668,9,2,7,4,5,8,6,3.0357142857142856,-3.9642857142857144,1.0357142857142856,-1.9642857142857144,-0.9642857142857144,2.0357142857142856,0.03571428571428559
22,F,i-,Squid,4_R,2,0.47619047619047616,0.4666666666666667,0.4,0.0,0.3387096774193548,0.36,3,30.0,5,2,8,4,3,9,9,-0.9642857142857144,-3.9642857142857144,2.0357142857142856,-1.9642857142857144,-2.9642857142857144,3.0357142857142856,3.0357142857142856
23,F,i+,Green,1_1D,1,0.46153846153846156,0.4666666666666667,0.4,0.0,0.08387096774193549,0.044,1,11.0,10,4,10,6,1,1,10,3.571428571428571,-2.428571428571429,3.571428571428571,-0.4285714285714288,-5.428571428571429,-5.428571428571429,3.571428571428571
23,F,i+,Squid,2_I1D,3,0.859375,0.4666666666666667,1.0,0.5333333333333333,0.6193548387096774,0.708,2,88.5,10,10,1,10,10,10,1,3.571428571428571,3.571428571428571,-5.428571428571429,3.571428571428571,3.571428571428571,3.571428571428571,-5.428571428571429
23,F,i+,Bunny,3_2D,2,0.34782608695652173,0.4,0.4,0.0,0.14838709677419354,0.124,1,31.0,10,5,10,3,1,1,10,3.571428571428571,-1.4285714285714288,3.571428571428571,-3.428571428571429,-5.428571428571429,-5.428571428571429,3.571428571428571
23,F,i+,Bear,4_R,4,0.5652173913043478,0.6,0.4,0.0,0.14838709677419354,0.124,1,31.0,10,5,5,1,5,10,10,3.571428571428571,-1.4285714285714288,-1.4285714285714288,-5.428571428571429,-1.4285714285714288,3.571428571428571,3.571428571428571
24,F,i-,Green,1_1D,2,0.8781725888324873,0.7333333333333333,0.8,0.06666666666666676,0.6334405144694534,0.7250996015936255,3,60.666666666666664,10,7,2,10,6,10,2,4.928571428571429,1.9285714285714288,-3.071428571428571,4.928571428571429,0.9285714285714288,4.928571428571429,-3.071428571428571
24,F,i-,Bear,2_I1D,3,0.8082191780821918,0.8666666666666667,0.8,0.0,0.2347266881028939,0.23107569721115537,2,29.0,6,4,2,6,7,10,3,0.9285714285714288,-1.0714285714285712,-3.071428571428571,0.9285714285714288,1.9285714285714288,4.928571428571429,-2.071428571428571
24,F,i-,Squid,3_2D,4,0.5714285714285714,0.6,0.6666666666666666,0.06666666666666665,0.06752411575562701,0.02390438247011952,2,3.0,10,1,9,1,1,2,6,4.928571428571429,-4.071428571428571,3.928571428571429,-4.071428571428571,-4.071428571428571,-3.071428571428571,0.9285714285714288
24,F,i-,Bunny,4_R,1,0.4,0.4666666666666667,0.3333333333333333,0.0,0.06430868167202572,0.0199203187250996,1,5.0,4,1,10,2,2,3,5,-1.0714285714285712,-4.071428571428571,4.928571428571429,-3.071428571428571,-3.071428571428571,-2.071428571428571,-0.07142857142857117
25,F,i+,Green,1_1D,2,0.8769230769230769,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.2090032154340836,0.199203187250996,1,50.0,8,9,7,7,9,8,8,-0.21428571428571352,0.7857142857142865,-1.2142857142857135,-1.2142857142857135,0.7857142857142865,-0.21428571428571352,-0.21428571428571352
25,F,i+,Bunny,2_I1D,1,0.9565217391304348,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.36977491961414793,0.398406374501992,1,100.0,8,9,8,8,8,8,8,-0.21428571428571352,0.7857142857142865,-0.21428571428571352,-0.21428571428571352,-0.21428571428571352,-0.21428571428571352,-0.21428571428571352
25,F,i+,Squid,3_2D,3,0.5606060606060606,0.6,0.6666666666666666,0.06666666666666665,0.21221864951768488,0.20318725099601595,1,51.0,8,10,9,9,7,6,10,-0.21428571428571352,1.7857142857142865,0.7857142857142865,0.7857142857142865,-1.2142857142857135,-2.2142857142857135,1.7857142857142865
25,F,i+,Bear,4_R,4,0.5384615384615384,0.5333333333333333,0.4,0.0,0.2090032154340836,0.199203187250996,1,50.0,8,10,9,9,6,6,10,-0.21428571428571352,1.7857142857142865,0.7857142857142865,0.7857142857142865,-2.2142857142857135,-2.2142857142857135,1.7857142857142865
26,F,i+,Bear,1_1D,2,0.9122807017543859,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.5498392282958199,0.6215139442231076,4,39.0,4,10,1,10,10,10,1,-1.4642857142857144,4.535714285714286,-4.464285714285714,4.535714285714286,4.535714285714286,4.535714285714286,-4.464285714285714
26,F,i+,Green,2_I1D,1,0.6296296296296297,0.7333333333333333,0.6,0.0,0.08681672025723473,0.04780876494023904,1,12.0,4,1,10,1,1,4,3,-1.4642857142857144,-4.464285714285714,4.535714285714286,-4.464285714285714,-4.464285714285714,-1.4642857142857144,-2.4642857142857144
26,F,i+,Bunny,3_2D,3,0.8,0.8,0.8,0.0,0.04823151125401929,0.0,0,0.0,4,1,7,1,1,10,10,-1.4642857142857144,-4.464285714285714,1.5357142857142856,-4.464285714285714,-4.464285714285714,4.535714285714286,4.535714285714286
26,F,i+,Squid,4_R,4,0.5408163265306123,0.4666666666666667,0.4666666666666667,0.0,0.31511254019292606,0.33067729083665337,4,20.75,10,7,10,8,10,1,3,4.535714285714286,1.5357142857142856,4.535714285714286,2.5357142857142856,4.535714285714286,-4.464285714285714,-2.4642857142857144
