"","sid","grp","trial","blkt","current","nxt","tord:1","tord:2","tord:3","tord:4","pct:1","pct:2","pct:3","pct:4","pc:1","pc:2","pc:3","pc:4","pcr:1","pcr:2","pcr:3","pcr:4","pval:1","pval:2","pval:3","pval:4","relt:1","relt:2","relt:3","relt:4","sc:1","sc:2","sc:3","sc:4","scsq:1","scsq:2","scsq:3","scsq:4","currentd:1","currentd:2","currentd:3","currentd:4","lrn:1","lrn:2","lrn:3","lrn:4","int:1","int:2","int:3","int:4","comp:1","comp:2","comp:3","comp:4","time:1","time:2","time:3","time:4","prog:1","prog:2","prog:3","prog:4","rule:1","rule:2","rule:3","rule:4","lrn2:1","lrn2:2","lrn2:3","lrn2:4"
"41986",167,1,92,29,"4","3",3,4,1,2,0.666666666666667,0.6,0.666666666666667,0.466666666666667,0.666666666666667,0.6,0.666666666666667,0.522727272727273,0.6,0.6,0.666666666666667,0.4,0.091644287109375,0.152740478515625,0.0708160400390625,0.114403997035879,0.16304347826087,0.16304347826087,0.195652173913043,0.478260869565217,0,0.0666666666666667,0,0.143939393939394,0,0.00444444444444444,0,0.02071854912764,0,0,0,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.5,0,1,0.666666666666667,0.666666666666667,1,0,0.5,1,0.5,0,1,0,0.5,1
"42030",167,1,136,44,"3","1",3,4,1,2,0.666666666666667,0.6,0.666666666666667,0.466666666666667,0.666666666666667,0.6,0.564516129032258,0.522727272727273,0.6,0.6,0.4,0.4,0.091644287109375,0.152740478515625,0.0606486591083421,0.114403997035879,0.117647058823529,0.110294117647059,0.448529411764706,0.323529411764706,0,0.0666666666666667,0.102150537634409,0.143939393939394,0,0.00444444444444444,0.0104347323389987,0.02071854912764,0,0,1,0,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.5,0,1,0.666666666666667,0.666666666666667,1,0,0.5,1,0.5,0,1,0,0.5,1
"42094",167,1,200,64,"1","3",3,4,1,2,0.666666666666667,0.6,0.666666666666667,0.466666666666667,0.632911392405063,0.6,0.564516129032258,0.522727272727273,0.8,0.6,0.4,0.4,0.00550369534108495,0.152740478515625,0.0606486591083421,0.114403997035879,0.395,0.075,0.31,0.22,-0.0329113924050634,0,0.0354838709677419,0.0772727272727273,0.00108315975004006,0,0.00125910509885535,0.00597107438016529,1,0,0,0,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.5,0,1,0.666666666666667,0.666666666666667,1,0,0.5,1,0.5,0,1,0,0.5,1
"42146",167,1,252,52,"3","2",3,4,1,2,0.666666666666667,0.6,0.666666666666667,0.466666666666667,0.632911392405063,0.6,0.56140350877193,0.522727272727273,0.8,0.6,0.6,0.4,0.00550369534108495,0.152740478515625,0.0317344273352637,0.114403997035879,0.313492063492063,0.0634920634920635,0.448412698412698,0.174603174603175,-0.0329113924050634,0,0.0385964912280702,0.0772727272727273,0.00108315975004006,0,0.0014896891351185,0.00597107438016529,0,0,1,0,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.5,0,1,0.666666666666667,0.666666666666667,1,0,0.5,1,0.5,0,1,0,0.5,1
"42223",168,1,79,19,"3","4",3,4,2,1,0.666666666666667,0.666666666666667,0.6,0.333333333333333,0.666666666666667,0.666666666666667,0.529411764705882,0.333333333333333,0.8,1,0,0,0.091644287109375,0.091644287109375,0.128287439583801,0.091644287109375,0.189873417721519,0.189873417721519,0.417721518987342,0.20253164556962,0,0,0.137254901960784,0.333333333333333,0,0,0.0188389081122645,0.111111111111111,0,0,1,0,0,0.166666666666667,0.666666666666667,1,0,0,0.75,1,0,0.111111111111111,1,0.777777777777778,0,0.142857142857143,1,0.857142857142857,1,1,0,0.833333333333333,1,1,0,0.571428571428571,0,0,1,1
"42251",168,1,107,28,"4","1",3,4,2,1,0.666666666666667,0.666666666666667,0.6,0.333333333333333,0.666666666666667,0.666666666666667,0.529411764705882,0.441860465116279,0.8,1,0,0.2,0.091644287109375,0.091644287109375,0.128287439583801,0.0910031794603583,0.149532710280374,0.14018691588785,0.308411214953271,0.401869158878505,0,0,0.137254901960784,0.224806201550388,0,0,0.0188389081122645,0.0505378282555135,0,0,0,1,0,0.166666666666667,0.666666666666667,1,0,0,0.75,1,0,0.111111111111111,1,0.777777777777778,0,0.142857142857143,1,0.857142857142857,1,1,0,0.833333333333333,1,1,0,0.571428571428571,0,0,1,1
"42272",168,1,128,21,"1","2",3,4,2,1,0.666666666666667,0.666666666666667,0.6,0.333333333333333,0.694444444444444,0.666666666666667,0.529411764705882,0.441860465116279,1,1,0,0.2,0.00874286773614585,0.091644287109375,0.128287439583801,0.0910031794603583,0.28125,0.125,0.2578125,0.3359375,-0.0277777777777778,0,0.137254901960784,0.224806201550388,0.000771604938271606,0,0.0188389081122645,0.0505378282555135,1,0,0,0,0,0.166666666666667,0.666666666666667,1,0,0,0.75,1,0,0.111111111111111,1,0.777777777777778,0,0.142857142857143,1,0.857142857142857,1,1,0,0.833333333333333,1,1,0,0.571428571428571,0,0,1,1
"42284",168,1,140,12,"2","4",3,4,2,1,0.666666666666667,0.666666666666667,0.6,0.333333333333333,0.694444444444444,0.777777777777778,0.529411764705882,0.441860465116279,1,1,0,0.2,0.00874286773614585,0.00220544636249542,0.128287439583801,0.0910031794603583,0.257142857142857,0.192857142857143,0.235714285714286,0.314285714285714,-0.165032679738562,-0.248366013071895,0,0.0875512995896033,0.0272357853816908,0.0616856764492289,0,0.00766523005982847,0,1,0,0,0,0.166666666666667,0.666666666666667,1,0,0,0.75,1,0,0.111111111111111,1,0.777777777777778,0,0.142857142857143,1,0.857142857142857,1,1,0,0.833333333333333,1,1,0,0.571428571428571,0,0,1,1
"42322",168,1,178,38,"4","3",3,4,2,1,0.666666666666667,0.666666666666667,0.6,0.333333333333333,0.694444444444444,0.777777777777778,0.529411764705882,0.493827160493827,1,1,0,0.4,0.00874286773614585,0.00220544636249542,0.128287439583801,0.0878433924473961,0.202247191011236,0.151685393258427,0.191011235955056,0.455056179775281,-0.165032679738562,-0.248366013071895,0,0.0355846042120552,0.0272357853816908,0.0616856764492289,0,0.00126626405692862,0,0,0,1,0,0.166666666666667,0.666666666666667,1,0,0,0.75,1,0,0.111111111111111,1,0.777777777777778,0,0.142857142857143,1,0.857142857142857,1,1,0,0.833333333333333,1,1,0,0.571428571428571,0,0,1,1
"42493",169,1,99,39,"4","3",1,2,3,4,0.866666666666667,0.8,0.733333333333333,0.466666666666667,0.866666666666667,0.8,0.733333333333333,0.592592592592593,1,0.6,0.6,0.8,0.003204345703125,0.013885498046875,0.041656494140625,0.0433271294062529,0.151515151515152,0.151515151515152,0.161616161616162,0.535353535353535,-0.0666666666666667,0,0.0666666666666668,0.207407407407407,0.00444444444444444,0,0.00444444444444446,0.0430178326474623,0,0,0,1,0,0.285714285714286,1,1,0,0,0.833333333333333,1,0,0.333333333333333,0.777777777777778,1,0,0.375,1,1,1,0.714285714285714,0.285714285714286,0,1,0.75,0.375,0,0,0,1,1
"42561",169,1,167,68,"3","2",1,2,3,4,0.866666666666667,0.8,0.733333333333333,0.466666666666667,0.866666666666667,0.8,0.566265060240964,0.592592592592593,1,0.6,1,0.8,0.003204345703125,0.013885498046875,0.0424045390029276,0.0433271294062529,0.0898203592814371,0.0958083832335329,0.497005988023952,0.317365269461078,-0.0666666666666667,0,0.233734939759036,0.207407407407407,0.00444444444444444,0,0.0546320220641603,0.0430178326474623,0,0,1,0,0,0.285714285714286,1,1,0,0,0.833333333333333,1,0,0.333333333333333,0.777777777777778,1,0,0.375,1,1,1,0.714285714285714,0.285714285714286,0,1,0.75,0.375,0,0,0,1,1
"42578",169,1,184,17,"2","1",1,2,3,4,0.866666666666667,0.8,0.733333333333333,0.466666666666667,0.866666666666667,0.90625,0.566265060240964,0.592592592592593,1,1,1,0.8,0.003204345703125,1.15483999252319e-06,0.0424045390029276,0.0433271294062529,0.0869565217391304,0.173913043478261,0.451086956521739,0.28804347826087,-0.274074074074074,-0.313657407407407,0.0263275323516287,0,0.0751165980795611,0.0983809692215364,0.000693138959726054,0,0,1,0,0,0,0.285714285714286,1,1,0,0,0.833333333333333,1,0,0.333333333333333,0.777777777777778,1,0,0.375,1,1,1,0.714285714285714,0.285714285714286,0,1,0.75,0.375,0,0,0,1,1
"42591",169,1,197,13,"1","4",1,2,3,4,0.866666666666667,0.8,0.733333333333333,0.466666666666667,0.928571428571429,0.90625,0.566265060240964,0.592592592592593,1,1,1,0.8,1.4081597328186e-06,1.15483999252319e-06,0.0424045390029276,0.0433271294062529,0.142131979695431,0.16243654822335,0.421319796954315,0.274111675126904,-0.335978835978836,-0.313657407407407,0.0263275323516287,0,0.112881778225694,0.0983809692215364,0.000693138959726054,0,1,0,0,0,0,0.285714285714286,1,1,0,0,0.833333333333333,1,0,0.333333333333333,0.777777777777778,1,0,0.375,1,1,1,0.714285714285714,0.285714285714286,0,1,0.75,0.375,0,0,0,1,1
"42639",169,1,245,48,"4","3",1,2,3,4,0.866666666666667,0.8,0.733333333333333,0.466666666666667,0.928571428571429,0.90625,0.566265060240964,0.549019607843137,1,1,1,0.6,1.4081597328186e-06,1.15483999252319e-06,0.0424045390029276,0.0484648877955638,0.114285714285714,0.130612244897959,0.342857142857143,0.412244897959184,-0.362306368330465,-0.339984939759036,0,0.0172454523978266,0.13126590453281,0.115589759262955,0,0.000297405628405703,0,0,0,1,0,0.285714285714286,1,1,0,0,0.833333333333333,1,0,0.333333333333333,0.777777777777778,1,0,0.375,1,1,1,0.714285714285714,0.285714285714286,0,1,0.75,0.375,0,0,0,1,1
"42694",169,1,300,55,"3","4",1,2,3,4,0.866666666666667,0.8,0.733333333333333,0.466666666666667,0.928571428571429,0.90625,0.594202898550725,0.549019607843137,1,1,0.4,0.6,1.4081597328186e-06,1.15483999252319e-06,0.00587397940165055,0.0484648877955638,0.0933333333333333,0.106666666666667,0.46,0.34,-0.379551820728291,-0.357230392156863,-0.0451832907075873,0,0.144059584618161,0.127613553080546,0.00204152975916635,0,0,0,1,0,0,0.285714285714286,1,1,0,0,0.833333333333333,1,0,0.333333333333333,0.777777777777778,1,0,0.375,1,1,1,0.714285714285714,0.285714285714286,0,1,0.75,0.375,0,0,0,1,1
"42718",170,1,74,14,"4","2",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.533333333333333,0.466666666666667,0.333333333333333,0.620689655172414,0.2,0.2,0.4,0.6,0.196380615234375,0.196380615234375,0.091644287109375,0.0644424743950367,0.202702702702703,0.216216216216216,0.202702702702703,0.378378378378378,0.0873563218390805,0.154022988505747,0.28735632183908,0,0.00763112696525301,0.0237230809882415,0.0825736557008852,0,0,0,0,1,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42728",170,1,84,10,"2","1",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.533333333333333,0.44,0.333333333333333,0.620689655172414,0.2,0.2,0.4,0.6,0.196380615234375,0.132840871810913,0.091644287109375,0.0644424743950367,0.19047619047619,0.297619047619048,0.178571428571429,0.333333333333333,0.0873563218390805,0.180689655172414,0.28735632183908,0,0.00763112696525301,0.0326487514863258,0.0825736557008852,0,0,1,0,0,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42742",170,1,98,14,"1","2",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.517241379310345,0.44,0.333333333333333,0.620689655172414,0.4,0.2,0.4,0.6,0.144464448094368,0.132840871810913,0.091644287109375,0.0644424743950367,0.295918367346939,0.26530612244898,0.153061224489796,0.285714285714286,0.103448275862069,0.180689655172414,0.28735632183908,0,0.0107015457788347,0.0326487514863258,0.0825736557008852,0,1,0,0,0,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42763",170,1,119,21,"2","1",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.517241379310345,0.434782608695652,0.333333333333333,0.620689655172414,0.4,0.6,0.4,0.6,0.144464448094368,0.0796977844735522,0.091644287109375,0.0644424743950367,0.252100840336134,0.38655462184874,0.126050420168067,0.235294117647059,0.103448275862069,0.185907046476762,0.28735632183908,0,0.0107015457788347,0.0345614299297128,0.0825736557008852,0,0,1,0,0,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42781",170,1,137,18,"1","3",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.531914893617021,0.434782608695652,0.333333333333333,0.620689655172414,0.6,0.6,0.4,0.6,0.105401182496408,0.0796977844735522,0.091644287109375,0.0644424743950367,0.343065693430657,0.335766423357664,0.116788321167883,0.204379562043796,0.0887747615553925,0.185907046476762,0.28735632183908,0,0.0078809582892168,0.0345614299297128,0.0825736557008852,0,1,0,0,0,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42826",170,1,182,45,"3","4",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.531914893617021,0.434782608695652,0.483333333333333,0.620689655172414,0.6,0.6,0.4,0.6,0.105401182496408,0.0796977844735522,0.0992691996857124,0.0644424743950367,0.258241758241758,0.252747252747253,0.32967032967033,0.159340659340659,0.0887747615553925,0.185907046476762,0.13735632183908,0,0.0078809582892168,0.0345614299297128,0.0188667591491611,0,0,0,1,0,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42869",170,1,225,43,"4","2",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.531914893617021,0.434782608695652,0.483333333333333,0.541666666666667,0.6,0.6,0.4,0.8,0.105401182496408,0.0796977844735522,0.0992691996857124,0.0732091609169496,0.208888888888889,0.208888888888889,0.266666666666667,0.315555555555556,0.00975177304964536,0.106884057971014,0.0583333333333333,0,9.50970776117896e-05,0.0114242018483512,0.00340277777777777,0,0,0,0,1,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42888",170,1,244,19,"2","1",2,1,3,4,0.533333333333333,0.466666666666667,0.333333333333333,0.8,0.531914893617021,0.476923076923077,0.483333333333333,0.541666666666667,0.6,0.6,0.4,0.8,0.105401182496408,0.0920861175560477,0.0992691996857124,0.0732091609169496,0.19672131147541,0.266393442622951,0.245901639344262,0.290983606557377,0.00975177304964536,0.0647435897435897,0.0583333333333333,0,9.50970776117896e-05,0.00419173241288625,0.00340277777777777,0,0,1,0,0,0.9,0.9,0.9,0.9,1,0,0.5,0.5,0.666666666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43018",171,1,124,64,"4","3",1,2,4,3,0.733333333333333,0.933333333333333,0.533333333333333,0.333333333333333,0.733333333333333,0.933333333333333,0.533333333333333,0.430379746835443,1,1,0.2,0.4,0.041656494140625,0.000457763671875,0.196380615234375,0.0419074864185396,0.120967741935484,0.120967741935484,0.129032258064516,0.629032258064516,0,-0.2,0.2,0.30295358649789,0,0.04,0.04,0.0917808755719347,0,0,0,1,0,0.166666666666667,1,1,0,0,1,1,0.111111111111111,0,0.888888888888889,1,0,0,0.888888888888889,1,1,1,0.166666666666667,0,1,1,0.285714285714286,0,0,0,0.888888888888889,1
"43127",171,1,233,109,"3","1",1,2,4,3,0.733333333333333,0.933333333333333,0.533333333333333,0.333333333333333,0.733333333333333,0.933333333333333,0.693548387096774,0.430379746835443,1,1,1,0.4,0.041656494140625,0.000457763671875,5.58887715122447e-06,0.0419074864185396,0.0686695278969957,0.0643776824034335,0.532188841201717,0.334763948497854,0,-0.2,0.039784946236559,0.30295358649789,0,0.04,0.00158284194704589,0.0917808755719347,0,0,1,0,0,0.166666666666667,1,1,0,0,1,1,0.111111111111111,0,0.888888888888889,1,0,0,0.888888888888889,1,1,1,0.166666666666667,0,1,1,0.285714285714286,0,0,0,0.888888888888889,1
"43155",171,1,261,28,"1","2",1,2,4,3,0.733333333333333,0.933333333333333,0.533333333333333,0.333333333333333,0.767441860465116,0.933333333333333,0.693548387096774,0.430379746835443,1,1,1,0.4,0.000217975728332931,0.000457763671875,5.58887715122447e-06,0.0419074864185396,0.164750957854406,0.0613026819923372,0.475095785440613,0.298850574712644,-0.337062113629673,-0.50295358649789,-0.263168640261331,0,0.113610868444503,0.252962310171091,0.0692577332169979,0,1,0,0,0,0,0.166666666666667,1,1,0,0,1,1,0.111111111111111,0,0.888888888888889,1,0,0,0.888888888888889,1,1,1,0.166666666666667,0,1,1,0.285714285714286,0,0,0,0.888888888888889,1
"43181",171,1,287,26,"2","4",1,2,4,3,0.733333333333333,0.933333333333333,0.533333333333333,0.333333333333333,0.767441860465116,0.975609756097561,0.693548387096774,0.430379746835443,1,1,1,0.4,0.000217975728332931,1.8644641386345e-11,5.58887715122447e-06,0.0419074864185396,0.149825783972125,0.142857142857143,0.43205574912892,0.275261324041812,-0.337062113629673,-0.545230009262118,-0.263168640261331,0,0.113610868444503,0.297275762999969,0.0692577332169979,0,0,1,0,0,0,0.166666666666667,1,1,0,0,1,1,0.111111111111111,0,0.888888888888889,1,0,0,0.888888888888889,1,1,1,0.166666666666667,0,1,1,0.285714285714286,0,0,0,0.888888888888889,1
"43213",172,1,69,9,"1","2",1,4,3,2,0.8,0.466666666666667,0.666666666666667,0.666666666666667,0.875,0.466666666666667,0.666666666666667,0.666666666666667,1,0.6,1,1,0.000120639801025391,0.196380615234375,0.091644287109375,0.091644287109375,0.333333333333333,0.231884057971014,0.217391304347826,0.217391304347826,-0.208333333333333,0.2,0,0,0.0434027777777778,0.04,0,0,1,0,0,0,0.8,0.8,0.8,0.8,1,1,1,1,0,0,0.444444444444444,1,0,0.333333333333333,0.555555555555556,1,1,0.625,0.625,0,1,1,0.428571428571429,0,0,0,0.444444444444444,1
"43222",172,1,78,9,"2","3",1,4,3,2,0.8,0.466666666666667,0.666666666666667,0.666666666666667,0.875,0.625,0.666666666666667,0.666666666666667,1,0.8,1,1,0.000120639801025391,0.0779333114624023,0.091644287109375,0.091644287109375,0.294871794871795,0.307692307692308,0.205128205128205,0.192307692307692,-0.208333333333333,0.0416666666666666,0,0,0.0434027777777778,0.00173611111111111,0,0,0,1,0,0,0.8,0.8,0.8,0.8,1,1,1,1,0,0,0.444444444444444,1,0,0.333333333333333,0.555555555555556,1,1,0.625,0.625,0,1,1,0.428571428571429,0,0,0,0.444444444444444,1
"43230",172,1,86,8,"3","4",1,4,3,2,0.8,0.466666666666667,0.666666666666667,0.666666666666667,0.875,0.625,0.782608695652174,0.666666666666667,1,0.8,1,1,0.000120639801025391,0.0779333114624023,0.00401127338409424,0.091644287109375,0.267441860465116,0.27906976744186,0.267441860465116,0.186046511627907,-0.208333333333333,0.0416666666666666,-0.115942028985507,0,0.0434027777777778,0.00173611111111111,0.0134425540852762,0,0,0,1,0,0.8,0.8,0.8,0.8,1,1,1,1,0,0,0.444444444444444,1,0,0.333333333333333,0.555555555555556,1,1,0.625,0.625,0,1,1,0.428571428571429,0,0,0,0.444444444444444,1
"43329",172,1,185,99,"4","1",1,4,3,2,0.8,0.466666666666667,0.666666666666667,0.666666666666667,0.875,0.625,0.782608695652174,0.482456140350877,1,0.8,1,0.6,0.000120639801025391,0.0779333114624023,0.00401127338409424,0.0695533616798756,0.12972972972973,0.12972972972973,0.124324324324324,0.616216216216216,-0.25,0,-0.157608695652174,0.142543859649123,0.0625,0,0.0248405009451796,0.0203187519236688,0,0,0,1,0.8,0.8,0.8,0.8,1,1,1,1,0,0,0.444444444444444,1,0,0.333333333333333,0.555555555555556,1,1,0.625,0.625,0,1,1,0.428571428571429,0,0,0,0.444444444444444,1
"43345",172,1,201,16,"1","2",1,4,3,2,0.8,0.466666666666667,0.666666666666667,0.666666666666667,0.9,0.625,0.782608695652174,0.482456140350877,1,0.8,1,0.6,8.31187207950279e-08,0.0779333114624023,0.00401127338409424,0.0695533616798756,0.194029850746269,0.124378109452736,0.114427860696517,0.567164179104478,-0.275,0,-0.157608695652174,0.142543859649123,0.075625,0,0.0248405009451796,0.0203187519236688,1,0,0,0,0.8,0.8,0.8,0.8,1,1,1,1,0,0,0.444444444444444,1,0,0.333333333333333,0.555555555555556,1,1,0.625,0.625,0,1,1,0.428571428571429,0,0,0,0.444444444444444,1
"43356",172,1,212,11,"2","3",1,4,3,2,0.8,0.466666666666667,0.666666666666667,0.666666666666667,0.9,0.714285714285714,0.782608695652174,0.482456140350877,1,1,1,0.6,8.31187207950279e-08,0.00534286361653358,0.00401127338409424,0.0695533616798756,0.183962264150943,0.165094339622642,0.113207547169811,0.537735849056604,-0.417543859649123,-0.231829573934837,-0.300152555301297,0,0.174342874730686,0.0537449513508081,0.090091556453898,0,0,1,0,0,0.8,0.8,0.8,0.8,1,1,1,1,0,0,0.444444444444444,1,0,0.333333333333333,0.555555555555556,1,1,0.625,0.625,0,1,1,0.428571428571429,0,0,0,0.444444444444444,1
"43379",172,1,235,23,"3","4",1,4,3,2,0.8,0.466666666666667,0.666666666666667,0.666666666666667,0.9,0.714285714285714,0.782608695652174,0.482456140350877,1,1,0.8,0.6,8.31187207950279e-08,0.00534286361653358,5.79284236010835e-05,0.0695533616798756,0.165957446808511,0.148936170212766,0.195744680851064,0.48936170212766,-0.417543859649123,-0.231829573934837,-0.300152555301297,0,0.174342874730686,0.0537449513508081,0.090091556453898,0,0,0,1,0,0.8,0.8,0.8,0.8,1,1,1,1,0,0,0.444444444444444,1,0,0.333333333333333,0.555555555555556,1,1,0.625,0.625,0,1,1,0.428571428571429,0,0,0,0.444444444444444,1
"43484",173,1,90,30,"3","1",3,4,1,2,0.8,0.333333333333333,0.466666666666667,0.533333333333333,0.8,0.333333333333333,0.688888888888889,0.533333333333333,0.8,0.4,0.8,0.4,0.013885498046875,0.091644287109375,0.00474276859449674,0.196380615234375,0.177777777777778,0.166666666666667,0.488888888888889,0.166666666666667,0,0.466666666666667,0.111111111111111,0.266666666666667,0,0.217777777777778,0.0123456790123457,0.0711111111111111,0,0,1,0,1,1,1,1,1,1,1,0,0.666666666666667,0,0.111111111111111,1,0.444444444444444,0,0.333333333333333,1,1,1,1,0,0.888888888888889,1,0.777777777777778,0,0.222222222222222,0,0.222222222222222,1
"43504",173,1,110,20,"1","2",3,4,1,2,0.8,0.333333333333333,0.466666666666667,0.533333333333333,0.857142857142857,0.333333333333333,0.688888888888889,0.533333333333333,0.8,0.4,0.8,0.4,9.44803468883038e-06,0.091644287109375,0.00474276859449674,0.196380615234375,0.318181818181818,0.145454545454545,0.4,0.136363636363636,-0.323809523809524,0.2,-0.155555555555556,0,0.104852607709751,0.04,0.0241975308641975,0,1,0,0,0,1,1,1,1,1,1,1,0,0.666666666666667,0,0.111111111111111,1,0.444444444444444,0,0.333333333333333,1,1,1,1,0,0.888888888888889,1,0.777777777777778,0,0.222222222222222,0,0.222222222222222,1
"43537",173,1,143,33,"2","4",3,4,1,2,0.8,0.333333333333333,0.466666666666667,0.533333333333333,0.857142857142857,0.645833333333333,0.688888888888889,0.533333333333333,0.8,1,0.8,0.4,9.44803468883038e-06,0.0150792142666205,0.00474276859449674,0.196380615234375,0.244755244755245,0.335664335664336,0.307692307692308,0.111888111888112,-0.211309523809524,0,-0.0430555555555555,0.1125,0.0446517148526077,0,0.00185378086419753,0.01265625,0,1,0,0,1,1,1,1,1,1,1,0,0.666666666666667,0,0.111111111111111,1,0.444444444444444,0,0.333333333333333,1,1,1,1,0,0.888888888888889,1,0.777777777777778,0,0.222222222222222,0,0.222222222222222,1
